Crop,Season,Soil Type,Pesticide Usage,pH,Temperature,Fertilizer Usage,Price,Rainfall
Sugarcane,Kharif     ,0,,2,0,2,0.37356934766214167,0.12228815722307299
Wheat,Rabi       ,2,,0,2,0,0.41537843262946195,0.2040900969882593
Banana,Whole Year ,0,,0,1,2,0.35047259703368516,0.15248532414497193
Cotton(lint),Kharif     ,1,,1,1,0,0.3960888587229763,0.208253573251659
Groundnut,Kharif     ,2,,0,1,1,0.26189949346405217,0.18139037774374683
Onion,Whole Year ,3,,0,0,1,0.32394789140271485,0.17717904543134252
Potato,Whole Year ,3,,0,1,0,0.32476034364002004,0.17642930066360388
Ragi,Kharif     ,0,,2,2,0,0.3475824509803921,0.17874234303215925
Rice,Kharif     ,0,,1,1,2,0.3059441990950227,0.21311893823379274
Sugarcane,Whole Year ,2,,2,2,0,0.33557991754650573,0.11664114344053089
Wheat,Rabi       ,0,,2,2,2,0.2616077880844645,0.1627105666156202
Cotton(lint),Kharif     ,1,,1,0,2,0.41719711990950215,0.11890632976008167
Groundnut,Kharif     ,2,,0,0,0,0.36959425439919547,0.17156393568147013
Groundnut,Summer     ,0,,1,0,2,0.24721913474107587,0.16559788157223074
Ragi,Kharif     ,3,,1,0,2,0.31285847838109593,0.2083971413986728
Rice,Kharif     ,0,,0,2,0,0.40120171644042224,0.16945826952526796
Rice,Summer     ,0,,1,1,2,0.3348651121166415,0.16089203675344566
Sugarcane,Whole Year ,3,,1,1,1,0.3232573056812468,0.17705142930066362
Wheat,Rabi       ,3,,0,1,2,0.3701916030668677,0.24629913221031136
Banana,Whole Year ,2,,2,2,1,0.4017293265460029,0.15995086778968862
Groundnut,Kharif     ,2,,0,0,2,0.26749478707893404,0.21989854517611024
Potato,Whole Year ,3,,2,2,1,0.4173048124685771,0.1739248340990301
Rice,Kharif     ,0,,0,1,1,0.31546305077928605,0.1731591373149566
Sugarcane,Whole Year ,2,,1,1,2,0.37446495977878325,0.15128892291985707
Wheat,Rabi       ,2,,2,2,0,0.3731457913524384,0.10868108728943339
Cotton(lint),Kharif     ,1,,1,1,1,0.33606841754650574,0.15004466564573762
Groundnut,Kharif     ,3,,2,0,2,0.2986179175465057,0.17006444614599286
Potato,Kharif     ,0,,1,1,2,0.354272005027652,0.13728305257784584
Potato,Rabi       ,3,,2,1,2,0.4983909233283056,0.14844946401225115
Rice,Kharif     ,0,,2,2,1,0.2731265688788336,0.18796260847371105
Sugarcane,Kharif     ,2,,0,0,2,0.503442409753645,0.13082248596222562
Wheat,Rabi       ,2,,2,1,1,0.3562301782302665,0.10823443083205717
Cotton(lint),Kharif     ,1,,2,0,0,0.37848452111613873,0.17548813169984687
Groundnut,Kharif     ,2,,2,2,0,0.2938629353946707,0.1241864471669219
Rice,Kharif     ,0,,0,0,0,0.31765187908496717,0.2012825421133231
Wheat,Rabi       ,0,,1,1,2,0.33789017219708395,0.1455302450229709
Cotton(lint),Kharif     ,1,,0,0,2,0.296956135997989,0.16042942827973455
Groundnut,Kharif     ,0,,1,2,2,0.3600614914529915,0.18936638591117919
Groundnut,Rabi       ,3,,0,1,1,0.3451219788838612,0.1634922154160286
Rice,Kharif     ,0,,2,2,0,0.5153932486173957,0.1563776161306789
Sugarcane,Whole Year ,3,,1,2,2,0.28788530517848154,0.18445316488004082
Wheat,Rabi       ,0,,1,1,1,0.3835613763197586,0.1266271056661562
Banana,Summer     ,3,,0,2,0,0.39450826671694317,0.18793070444104135
Cotton(lint),Kharif     ,1,,1,1,1,0.2950990032679738,0.11936893823379274
Groundnut,Kharif     ,3,,0,2,1,0.4276139389140271,0.12994512506380806
Onion,Rabi       ,2,,0,1,0,0.34577724886877825,0.17462672281776417
Potato,Rabi       ,0,,0,0,2,0.1878539731020613,0.12128318019397652
Rice,Kharif     ,0,,2,2,0,0.4255794077425842,0.19882593159775397
Rice,Summer     ,0,,2,0,0,0.291583141025641,0.14921516079632466
Sugarcane,Kharif     ,3,,2,0,2,0.2967992750125691,0.2301397396630934
Wheat,Rabi       ,3,,0,2,0,0.42769497863247863,0.12385145482388973
Groundnut,Kharif     ,3,,2,2,1,0.34963588612368024,0.17328675344563552
Onion,Whole Year ,2,,1,2,2,0.44503057943690294,0.15325102092904544
Potato,Kharif     ,0,,0,1,0,0.4670814049773755,0.21771311893823378
Potato,Rabi       ,2,,0,2,0,0.32717985470085464,0.1619448698315467
Ragi,Kharif     ,3,,1,1,0,0.4356407111613876,0.12645163348647268
Rice,Kharif     ,0,,2,1,1,0.31884408245349416,0.15585119959162838
Rice,Summer     ,0,,1,1,0,0.5442269419306184,0.1594244512506381
Sugarcane,Whole Year ,0,,2,2,0,0.32355779260935147,0.17591883614088819
Wheat,Rabi       ,3,,1,0,0,0.45319915334338856,0.16636357835630425
Onion,Rabi       ,2,,2,2,1,0.43945123378582196,0.16905946911689637
Potato,Rabi       ,2,,0,2,2,0.39965468753142286,0.13774566105155692
Wheat,Rabi       ,0,,0,0,1,0.3252481277023629,0.15254913221031138
Onion,Rabi       ,0,,1,1,2,0.36439938461538457,0.1068147013782542
Potato,Rabi       ,2,,2,1,0,0.21340461689291096,0.18381508422664622
Potato,Winter     ,2,,0,2,0,0.39274158169934636,0.18397460438999488
Ragi,Autumn     ,2,,2,1,2,0.40218315711412767,0.17622192445125062
Rice,Autumn     ,0,,0,1,2,0.3858848230266465,0.128302067381317
Rice,Winter     ,0,,0,0,1,0.15158575892408244,0.11302003573251658
Sugarcane,Whole Year ,3,,1,0,0,0.28036929763700347,0.20351582440020416
Wheat,Rabi       ,2,,0,0,1,0.3193998755656108,0.13254530372639103
Ragi,Kharif     ,0,,2,2,0,0.39781238813474096,0.16676237876467587
Rice,Autumn     ,0,,2,0,0,0.3976374238310708,0.2325325421133231
Rice,Summer     ,0,,2,2,0,0.3629796033182503,0.13667687595712097
Rice,Winter     ,0,,0,1,0,0.4237238966817496,0.14859303215926492
Sugarcane,Whole Year ,2,,1,1,2,0.2984231490698843,0.21131636038795304
Wheat,Rabi       ,2,,2,1,2,0.42183773303167416,0.13744257274119448
Cotton(lint),Whole Year ,1,,0,2,1,0.4116195653594771,0.2024151352730985
Groundnut,Kharif     ,2,,1,2,2,0.4042902011060834,0.22812978560490046
Onion,Whole Year ,2,,1,1,2,0.3620884542483659,0.18963757018887187
Potato,Whole Year ,2,,1,1,1,0.513882138511815,0.21252871362940273
Ragi,Kharif     ,2,,0,0,1,0.41301123856209143,0.1988418836140888
Rice,Kharif     ,0,,0,2,1,0.3027901561085973,0.22753956100051045
Sugarcane,Whole Year ,3,,0,0,1,0.3945428966817496,0.1949017355793772
Wheat,Rabi       ,0,,1,2,2,0.43256536274509805,0.21453866768759572
Banana,Whole Year ,3,,1,0,2,0.3314649120160884,0.22999617151607962
Cotton(lint),Kharif     ,1,,1,1,0,0.45796422171945694,0.18579313425216948
Groundnut,Kharif     ,2,,1,0,0,0.40462798190045235,0.18700548749361917
Groundnut,Summer     ,0,,1,0,1,0.1991595020110608,0.21627743746809594
Onion,Rabi       ,2,,1,1,1,0.3984166900452488,0.22230729964267484
Potato,Whole Year ,0,,2,0,1,0.3451963936651583,0.22024948953547727
Ragi,Kharif     ,3,,0,0,2,0.416328291603821,0.26566488004083716
Rice,Kharif     ,0,,2,0,0,0.44702474912016077,0.2097530627871363
Rice,Summer     ,0,,2,0,1,0.39053509653092,0.2866098774885145
Sugarcane,Whole Year ,2,,1,2,1,0.5014016264454499,0.1820284583971414
Wheat,Rabi       ,3,,1,2,1,0.36233985294117643,0.2005327973455845
Cotton(lint),Kharif     ,1,,1,0,0,0.422937492961287,0.1988418836140888
Groundnut,Kharif     ,3,,1,1,1,0.436521561588738,0.21134826442062277
Onion,Whole Year ,0,,1,0,1,0.3684756684263448,0.20289369576314448
Potato,Whole Year ,0,,1,1,2,0.43454808748114615,0.2671643695763144
Rice,Kharif     ,0,,1,1,0,0.33096986023127195,0.2508614088820827
Sugarcane,Whole Year ,2,,1,0,0,0.3439490884866767,0.23526033690658496
Wheat,Rabi       ,3,,2,1,0,0.27683594595273997,0.18454887697805003
Cotton(lint),Kharif     ,1,,1,2,2,0.3940228092006033,0.25547154160285857
Groundnut,Kharif     ,2,,1,1,0,0.4003457775263951,0.21075803981623276
Onion,Rabi       ,2,,1,2,1,0.46475086676721966,0.22407797345584482
Potato,Kharif     ,0,,2,2,0,0.4354806437908496,0.2066264675855028
Potato,Rabi       ,0,,1,2,2,0.35433919884363996,0.25336587544665645
Ragi,Kharif     ,2,,0,1,1,0.28696483006535933,0.23400012761613068
Rice,Kharif     ,0,,1,0,1,0.4084603119658119,0.19252488514548238
Sugarcane,Whole Year ,3,,1,1,2,0.45958420110608333,0.2813776161306789
Wheat,Rabi       ,2,,1,2,0,0.43276910306686767,0.24797409392547215
Cotton(lint),Kharif     ,1,,2,0,2,0.45760262870789337,0.23026735579377233
Groundnut,Kharif     ,2,,1,0,1,0.3598373908999497,0.22619959162838182
Groundnut,Summer     ,3,,0,2,0,0.3406270261437908,0.22111089841756
Ragi,Kharif     ,0,,1,1,2,0.3202437390648567,0.15039561000510465
Rice,Kharif     ,0,,1,0,1,0.37160157365510305,0.2450229709035222
Rice,Summer     ,0,,1,0,1,0.369890085721468,0.2524885145482389
Sugarcane,Whole Year ,2,,1,2,2,0.3914035417295123,0.27603369065849925
Wheat,Rabi       ,3,,2,2,2,0.3660660540472599,0.24299706482899436
Banana,Whole Year ,3,,2,1,2,0.3657394874308697,0.24513463501786625
Groundnut,Kharif     ,0,,2,1,0,0.3172427812971341,0.24523034711587544
Potato,Whole Year ,0,,0,0,0,0.446828985419809,0.22801812149055642
Rice,Kharif     ,0,,1,0,0,0.38158758647561586,0.2292783307810107
Sugarcane,Whole Year ,2,,1,1,2,0.362661342383107,0.19619384890250127
Wheat,Rabi       ,2,,2,1,1,0.3194497797888386,0.21524055640632975
Cotton(lint),Kharif     ,1,,1,0,2,0.2753710575666163,0.21281584992343033
Groundnut,Kharif     ,3,,1,1,0,0.47445682704876824,0.20863642164369575
Potato,Kharif     ,0,,2,2,0,0.41764495022624426,0.18048111281265952
Potato,Rabi       ,3,,0,1,1,0.253349584464555,0.2198825931597754
Ragi,Kharif     ,0,,1,1,2,0.4333692031171442,0.23843478815722308
Rice,Kharif     ,0,,0,0,0,0.4453857091503267,0.1850593415007657
Sugarcane,Kharif     ,3,,1,1,0,0.3851967916038209,0.2326761102603369
Wheat,Rabi       ,0,,2,0,2,0.49633817722473605,0.2363929300663604
Cotton(lint),Kharif     ,1,,0,2,2,0.3921608579688285,0.20769525267993874
Groundnut,Kharif     ,3,,1,2,2,0.2689675570638511,0.304954696273609
Rice,Kharif     ,0,,1,2,1,0.40335613373554535,0.16947422154160285
Sugarcane,Whole Year ,2,,0,1,2,0.39428587003519355,0.20337225625319041
Wheat,Rabi       ,2,,2,0,1,0.3303194934640522,0.23079377233282286
Cotton(lint),Kharif     ,1,,2,0,1,0.41907180769230756,0.14026607963246554
Groundnut,Kharif     ,0,,2,1,2,0.2500503821015585,0.1634762633996937
Groundnut,Rabi       ,0,,0,1,2,0.45052037405731515,0.22495533435426238
Rice,Kharif     ,0,,2,2,1,0.30959363725490197,0.1763814446145993
Sugarcane,Whole Year ,0,,1,1,2,0.3015374967320261,0.17711523736600304
Wheat,Rabi       ,3,,2,0,2,0.367232923076923,0.22958141909137314
Banana,Summer     ,2,,0,2,2,0.40846955203619906,0.23473392036753443
Cotton(lint),Kharif     ,1,,1,1,2,0.3881792908496732,0.1813106176620725
Groundnut,Kharif     ,3,,2,2,0,0.3198095148315736,0.2241258295048494
Onion,Rabi       ,2,,2,2,2,0.33765038034188033,0.14176556916794283
Onion,Summer     ,2,,2,0,2,0.29036885268979384,0.2254338948443083
Potato,Rabi       ,3,,0,1,2,0.35887280794369025,0.21008805513016843
Rice,Kharif     ,0,,2,2,0,0.45688948315736544,0.22383869321082184
Rice,Summer     ,0,,1,1,0,0.37549550502765194,0.2086683256763655
Sugarcane,Kharif     ,2,,1,2,2,0.44062953142282546,0.1343638335885656
Wheat,Rabi       ,2,,0,1,0,0.4855757669683257,0.2286083460949464
Groundnut,Kharif     ,3,,2,0,2,0.3314717053795876,0.1840703164880041
Onion,Whole Year ,2,,0,1,2,0.3617466123680241,0.18107133741704953
Potato,Kharif     ,2,,0,2,2,0.5395570281548516,0.20890760592138846
Potato,Rabi       ,2,,0,1,2,0.4847418360985418,0.19021184277692701
Ragi,Kharif     ,3,,0,0,1,0.24969297184514827,0.18746809596733027
Rice,Kharif     ,0,,2,1,2,0.4050136990950226,0.2083811893823379
Rice,Rabi       ,0,,1,1,0,0.37585922523881343,0.17236153649821337
Sugarcane,Whole Year ,3,,1,2,0,0.43814377400703874,0.18249106687085245
Wheat,Rabi       ,0,,0,2,2,0.31963458270487677,0.17944423175089333
Onion,Rabi       ,3,,2,0,0,0.3124981116138762,0.25228113833588567
Potato,Rabi       ,2,,0,1,1,0.3248312682252388,0.18480410923940785
Potato,Winter     ,0,,0,2,0,0.33268512719959775,0.1745629147524247
Ragi,Autumn     ,2,,1,0,1,0.4373044871794871,0.18233154670750382
Rice,Autumn     ,0,,0,2,0,0.28673696530920056,0.2699400204185809
Rice,Winter     ,0,,1,0,2,0.3288627023629964,0.19435936702399184
Sugarcane,Whole Year ,2,,1,0,2,0.24089901533433877,0.17941232771822357
Wheat,Rabi       ,0,,2,0,0,0.45176856385118136,0.20018185298621746
Cotton(lint),Kharif     ,1,,0,2,2,0.4716714504776268,0.20262251148545177
Groundnut,Autumn     ,0,,2,2,2,0.3511508222724986,0.20104326186830013
Groundnut,Rabi       ,2,,0,1,2,0.3533472073906485,0.13463501786625828
Groundnut,Summer     ,3,,1,0,0,0.4099966241830064,0.24531010719754975
Potato,Rabi       ,3,,2,2,0,0.4870147315233786,0.1480187595712098
Potato,Summer     ,2,,2,0,0,0.4066322835595776,0.2603369065849923
Ragi,Autumn     ,0,,0,1,1,0.3232120203619908,0.17263272077590608
Rice,Autumn     ,0,,1,0,1,0.2537338431372549,0.19539624808575803
Rice,Summer     ,0,,0,0,0,0.2917199901960784,0.20026161306789178
Rice,Winter     ,0,,1,0,0,0.3813388222724987,0.19443912710566616
Sugarcane,Whole Year ,0,,2,2,1,0.3263956116138762,0.16688999489535478
Wheat,Rabi       ,3,,1,0,1,0.3905204404223227,0.14265888208269525
Banana,Whole Year ,0,,1,2,1,0.33411834967320264,0.19849093925472178
Cotton(lint),Whole Year ,1,,1,1,1,0.2960171118652589,0.19786881061766207
Groundnut,Whole Year ,2,,2,1,2,0.2870514105077928,0.20978496681980605
Onion,Whole Year ,0,,0,0,0,0.49364161714429355,0.2165805257784584
Potato,Whole Year ,3,,0,2,0,0.44285981020613363,0.19404032669729454
Ragi,Whole Year ,2,,2,1,1,0.5063236264454499,0.16834162838182745
Rice,Whole Year ,0,,0,2,0,0.41653727249874306,0.14859303215926492
Sugarcane,Whole Year ,3,,0,2,1,0.34338928531925594,0.1597275395610005
Wheat,Whole Year ,2,,2,2,2,0.4756164597787833,0.20002233282286883
Groundnut,Kharif     ,2,,2,1,0,0.37332317747611865,0.12728113833588567
Ragi,Kharif     ,3,,0,1,0,0.3924717272498742,0.1169123277182236
Rice,Autumn     ,0,,2,2,0,0.3725874022121668,0.15301174068402246
Rice,Summer     ,0,,1,0,1,0.1535768562091503,0.12053343542623787
Rice,Winter     ,0,,1,1,1,0.4968377335344394,0.12442572741194485
Sugarcane,Whole Year ,3,,2,0,0,0.41284594871794866,0.12846158754466563
Wheat,Rabi       ,2,,2,0,0,0.4006905274007039,0.19019589076059212
Cotton(lint),Kharif     ,1,,0,0,2,0.37115816515837097,0.12078866768759572
Groundnut,Kharif     ,3,,2,2,2,0.3881418667672196,0.13420431342521694
Onion,Whole Year ,0,,2,2,2,0.33077333308195067,0.12421835119959163
Potato,Whole Year ,0,,0,0,2,0.42231619054801406,0.1516877233282287
Ragi,Kharif     ,0,,1,0,2,0.2772424577677224,0.20499936191934662
Rice,Kharif     ,0,,1,2,0,0.389849303670186,0.20560553854007146
Sugarcane,Whole Year ,2,,2,1,1,0.41816793388637497,0.19577909647779476
Wheat,Rabi       ,2,,2,0,1,0.36083440422322777,0.11416858090862685
Banana,Whole Year ,2,,2,2,0,0.4037859069884363,0.17213820826952528
Cotton(lint),Kharif     ,1,,0,1,0,0.3010557269984917,0.10547473200612557
Groundnut,Kharif     ,2,,2,0,1,0.3029793788335846,0.15197485962225626
Groundnut,Summer     ,2,,2,1,0,0.3936689632981397,0.12618044920878
Onion,Whole Year ,3,,0,1,2,0.42698966716943176,0.16974540581929556
Potato,Whole Year ,2,,0,0,0,0.23442441000502762,0.17861472690148034
Ragi,Kharif     ,0,,2,2,0,0.41518506561085966,0.1876276161306789
Rice,Kharif     ,0,,1,0,1,0.33485157114127695,0.12895610005104646
Rice,Summer     ,0,,2,1,2,0.3612765646053293,0.15803662582950484
Sugarcane,Whole Year ,2,,2,1,0,0.2747975422322775,0.1657414497192445
Wheat,Rabi       ,0,,0,0,1,0.3115924655605832,0.12710566615620214
Cotton(lint),Kharif     ,1,,0,1,1,0.44867712368024126,0.18510719754977029
Groundnut,Kharif     ,3,,1,2,1,0.37829537757667164,0.19538029606942314
Onion,Whole Year ,0,,0,2,2,0.3469498438914027,0.1450357325165901
Potato,Whole Year ,0,,0,0,2,0.3670320497737556,0.16350816743236343
Rice,Kharif     ,0,,0,1,1,0.41271079612870787,0.1311096222562532
Sugarcane,Whole Year ,0,,1,2,1,0.40903678959276013,0.10987748851454825
Wheat,Rabi       ,3,,0,1,2,0.3701588486676721,0.2020163348647269
Cotton(lint),Kharif     ,1,,0,2,0,0.4582422657114127,0.13238578356304237
Groundnut,Kharif     ,0,,1,0,1,0.4490042209653091,0.18247511485451762
Potato,Kharif     ,0,,1,0,1,0.4069913547008547,0.16079632465543645
Potato,Rabi       ,3,,0,2,1,0.379935529160382,0.1605889484430832
Ragi,Kharif     ,0,,0,2,1,0.42538872021116125,0.1538093415007657
Rice,Kharif     ,0,,1,0,2,0.3995174024635495,0.13040773353751914
Sugarcane,Whole Year ,3,,1,0,2,0.4558169989944695,0.14605666156202143
Wheat,Rabi       ,0,,2,2,2,0.44365721794871793,0.17445125063808067
Banana,Whole Year ,3,,0,0,2,0.29902559829059827,0.14822613578356303
Cotton(lint),Kharif     ,1,,2,1,1,0.2939193185017597,0.14482835630423685
Groundnut,Kharif     ,3,,1,2,2,0.32293241251885363,0.16971350178662584
Onion,Whole Year ,3,,0,1,2,0.4494322792860733,0.15350625319040326
Potato,Whole Year ,2,,1,0,2,0.25693999522373046,0.1842457886676876
Ragi,Kharif     ,2,,1,2,2,0.40558753569632977,0.14734877488514547
Rice,Kharif     ,0,,2,0,0,0.40315810130718954,0.16491194486983152
Sugarcane,Whole Year ,2,,2,1,1,0.46349784263448957,0.13629402756508424
Wheat,Rabi       ,0,,1,1,0,0.389417196329814,0.14798685553854007
Cotton(lint),Kharif     ,1,,2,0,1,0.27451915108094516,0.1740684022460439
Groundnut,Kharif     ,2,,2,1,0,0.3034674489693312,0.210024247064829
Groundnut,Summer     ,3,,2,0,1,0.2866770595776772,0.21474604389994895
Ragi,Kharif     ,3,,1,1,2,0.33524806686777264,0.15238961204696275
Rice,Kharif     ,0,,2,2,2,0.3620235118149824,0.24613961204696272
Rice,Summer     ,0,,1,2,0,0.2879254756158873,0.16883614088820828
Sugarcane,Whole Year ,3,,0,1,2,0.4867266458019105,0.14058511995916284
Wheat,Rabi       ,0,,0,0,2,0.27587118853695314,0.1685968606431853
Banana,Whole Year ,3,,2,1,2,0.47733308873805935,0.20469627360898418
Groundnut,Kharif     ,3,,2,0,0,0.46519580417295114,0.1533945890760592
Potato,Whole Year ,2,,2,1,2,0.4435622838109602,0.15931278713629402
Rice,Kharif     ,0,,1,0,0,0.3234967365510306,0.11037200102092905
Sugarcane,Whole Year ,0,,0,0,0,0.4016428516842634,0.14235579377233282
Wheat,Rabi       ,0,,0,0,1,0.2794843288084464,0.12455334354262379
Cotton(lint),Kharif     ,1,,0,0,2,0.4445128484162896,0.12388335885655946
Onion,Rabi       ,2,,0,2,0,0.3702374474610356,0.19419984686064318
Potato,Kharif     ,2,,1,2,0,0.3449481990950225,0.1598232516590097
Potato,Rabi       ,2,,1,2,2,0.28352854348919054,0.15487812659520164
Rice,Autumn     ,0,,2,1,0,0.18897641126194065,0.154128381827463
Rice,Kharif     ,0,,2,0,1,0.2974956618903971,0.12710566615620214
Rice,Rabi       ,0,,0,0,1,0.45973842609351423,0.14079249617151607
Sugarcane,Whole Year ,2,,2,2,2,0.34543739844142773,0.1802737366003063
Cotton(lint),Kharif     ,1,,2,0,2,0.36304709477124186,0.16398672792240937
Groundnut,Kharif     ,3,,0,2,2,0.42525548190045237,0.1707663348647269
Potato,Kharif     ,0,,1,1,0,0.511991116892911,0.15569167942827972
Potato,Rabi       ,2,,0,1,1,0.47574192961287076,0.13906967840735068
Ragi,Kharif     ,0,,2,2,2,0.30248856184012063,0.1519429555895865
Rice,Kharif     ,0,,1,2,2,0.22931845877325285,0.13830398162327717
Rice,Rabi       ,0,,1,1,1,0.5537667868275514,0.13179555895865236
Sugarcane,Kharif     ,2,,1,0,0,0.5469324994972347,0.1808480091883614
Wheat,Rabi       ,2,,0,1,2,0.39002918024132727,0.11531712608473713
Cotton(lint),Kharif     ,1,,1,1,0,0.28000340020110603,0.14441360387953037
Groundnut,Kharif     ,0,,2,1,2,0.4484585118149823,0.15112940275650844
Rice,Kharif     ,0,,2,0,0,0.3676734273504273,0.16232771822358347
Wheat,Rabi       ,2,,1,0,1,0.3672965467571643,0.1758709800918836
Cotton(lint),Kharif     ,1,,0,0,1,0.4432724115133232,0.15436766207248595
Groundnut,Kharif     ,0,,2,1,0,0.4010337918552036,0.24706482899438487
Ragi,Kharif     ,2,,1,2,0,0.2863890213675213,0.16905946911689637
Rice,Kharif     ,0,,1,1,2,0.35132665133232777,0.1497415773353752
Sugarcane,Whole Year ,0,,1,1,0,0.42567769708396175,0.1287965798876978
Cotton(lint),Kharif     ,1,,0,1,2,0.414297553293112,0.1743236345074017
Groundnut,Kharif     ,2,,2,2,2,0.3955769160382101,0.20573315467075037
Groundnut,Rabi       ,3,,0,0,0,0.4462108813474107,0.18322485962225626
Rice,Kharif     ,0,,0,1,2,0.34853818602312714,0.1451314446145993
Sugarcane,Whole Year ,0,,1,2,1,0.3892913355957768,0.1991609239407861
Wheat,Rabi       ,3,,0,1,0,0.12124843388637502,0.12168198060234814
Cotton(lint),Kharif     ,1,,1,0,2,0.34190672247360476,0.14835375191424194
Groundnut,Kharif     ,2,,0,1,1,0.43342656435394666,0.15106559469116895
Onion,Rabi       ,3,,0,2,0,0.34637548014077424,0.10223647269014804
Potato,Rabi       ,2,,0,0,1,0.34065655656108595,0.1650236089841756
Rice,Kharif     ,0,,0,2,0,0.29727604675716435,0.12941870852475754
Rice,Summer     ,0,,0,0,1,0.45148561287078925,0.18493172537008676
Sugarcane,Kharif     ,3,,0,1,2,0.41717923127199597,0.17504147524247063
Wheat,Rabi       ,3,,0,0,1,0.4380654547511311,0.16540645737621235
Groundnut,Kharif     ,0,,2,1,0,0.2456349449472096,0.1667304747320061
Onion,Whole Year ,3,,1,2,2,0.36371668853695316,0.11616258295048493
Potato,Kharif     ,2,,1,0,0,0.35469248315736546,0.26322422154160285
Potato,Rabi       ,2,,0,0,1,0.3546577395676219,0.12755232261357835
Ragi,Kharif     ,0,,1,0,1,0.329359411010558,0.20037327718223585
Rice,Kharif     ,0,,0,2,2,0.34971561538461526,0.16880423685553853
Rice,Rabi       ,0,,2,0,2,0.43989276897938656,0.12962608473711076
Sugarcane,Whole Year ,3,,2,1,2,0.2315597269984917,0.1513208269525268
Wheat,Rabi       ,2,,0,0,1,0.5098512895927602,0.12209673302705462
Cotton(lint),Kharif     ,1,,1,0,1,0.4123057662141779,0.09062340479836652
Groundnut,Kharif     ,3,,2,1,0,0.37262454273504275,0.1947900714650332
Onion,Kharif     ,2,,2,2,0,0.44420569230769225,0.0740811638591118
Onion,Rabi       ,0,,2,1,2,0.2663271935646053,0.10569806023481368
Potato,Kharif     ,0,,1,0,0,0.32568871995977866,0.12648353751914243
Potato,Rabi       ,3,,1,1,1,0.3666861161387631,0.12464905564063297
Rice,Kharif     ,0,,2,1,2,0.4788004301156359,0.1468383103624298
Sugarcane,Kharif     ,2,,1,2,2,0.3723104640522875,0.11281265952016335
Wheat,Rabi       ,3,,2,1,0,0.4097577679738561,0.14573762123532413
Onion,Rabi       ,0,,1,2,0,0.33135402237305167,0.09566424196018376
Potato,Rabi       ,3,,0,2,0,0.4125320816993463,0.1087129913221031
Wheat,Rabi       ,2,,2,2,1,0.50230565057818,0.10686255742725881
Cotton(lint),Kharif     ,1,,1,0,1,0.4508944213172448,0.1629019908116386
Groundnut,Autumn     ,3,,0,0,0,0.36967400804424333,0.15309150076569678
Groundnut,Rabi       ,0,,0,2,2,0.426758987933635,0.17552003573251657
Groundnut,Summer     ,2,,1,0,1,0.4193703081950728,0.1824432108218479
Potato,Rabi       ,0,,0,2,2,0.4140211920563096,0.07854772843287393
Potato,Summer     ,0,,1,2,0,0.4596747129210659,0.13276863195507912
Ragi,Autumn     ,0,,2,1,0,0.45911093790849666,0.059772205206738135
Rice,Autumn     ,0,,0,1,1,0.3662273557063851,0.15010847371107708
Rice,Summer     ,0,,0,1,1,0.4242241623931623,0.11249361919346605
Rice,Winter     ,0,,0,1,1,0.34692597385620905,0.11547664624808576
Sugarcane,Whole Year ,0,,1,1,0,0.306203690548014,0.1407286881061766
Wheat,Rabi       ,3,,2,2,1,0.3554931807440924,0.17636549259826442
Groundnut,Kharif     ,2,,1,1,1,0.37006449321266965,0.11185553854007146
Ragi,Kharif     ,0,,1,0,1,0.2505092264957265,0.1504594180704441
Rice,Autumn     ,0,,2,0,2,0.4406987853192559,0.15060298621745788
Rice,Summer     ,0,,0,0,0,0.16711975188536948,0.11616258295048493
Rice,Winter     ,0,,0,0,0,0.5805543192559075,0.12338884635017866
Wheat,Rabi       ,0,,2,2,2,0.4890808798391151,0.17879019908116384
Cotton(lint),Kharif     ,1,,1,0,0,0.3561330776772247,0.1415900969882593
Groundnut,Kharif     ,0,,2,2,1,0.37652788034188034,0.21279989790709544
Onion,Whole Year ,0,,1,2,0,0.3986655510306686,0.13808065339458908
Potato,Kharif     ,2,,1,2,2,0.33138559175465043,0.13339076059213884
Potato,Rabi       ,2,,0,0,2,0.39034332428355945,0.17462672281776417
Ragi,Kharif     ,0,,1,2,1,0.36495726671694306,0.12822230729964268
Rice,Kharif     ,0,,1,1,1,0.36870743715434895,0.1775459418070444
Sugarcane,Whole Year ,0,,1,1,2,0.389501839869281,0.10810681470137826
Wheat,Rabi       ,0,,2,1,0,0.2767575816993464,0.16275842266462479
Banana,Whole Year ,2,,2,2,1,0.37880113549522376,0.08488067891781521
Cotton(lint),Kharif     ,1,,1,2,2,0.38814336953242834,0.13473072996426746
Groundnut,Kharif     ,2,,2,2,2,0.385534159376571,0.13351837672281774
Groundnut,Summer     ,2,,0,1,2,0.3595401641528406,0.14328101071975496
Onion,Rabi       ,2,,2,0,2,0.4616282888386123,0.1539529096477795
Onion,Summer     ,0,,0,1,0,0.34914636349924577,0.12131508422664625
Potato,Whole Year ,3,,2,1,2,0.3929607269984916,0.1504594180704441
Ragi,Kharif     ,2,,0,1,0,0.4736524032176973,0.13602284328739153
Rice,Kharif     ,0,,0,2,1,0.36983085922574155,0.1557395354772843
Rice,Summer     ,0,,0,0,1,0.39199069381598783,0.11150459418070444
Sugarcane,Whole Year ,3,,0,1,1,0.36854816716943184,0.13375765696784073
Wheat,Rabi       ,3,,1,0,1,0.46913296581196584,0.10646375701888719
